|url|titulo|texto|resumen
0|https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10789.pdf|Resolución de 21 de mayo de 2024, de la Presidencia de la Agencia Estatal de Administración Tributaria, por la que se amplía el plazo para resolver el concurso para la provisión de puestos de trabajo adscritos al Cuerpo Superior de Inspectores de Hacienda del Estado, convocado por Resolución de 26 de octubre de 2023.|"el plazo de resolución del concurso convocado por Resolución de 26 de octubre de 2023, 
Por Resolución de 26 de octubre de 2023, de la Presidencia de la Agencia Estatal de Administración Tributaria, publicada en el «Boletín Oficial del Estado» de 7 de noviembre de 2023, y corrección de errores por Resolución de 23 de noviembre de 2023, publicada en el BOE de 27 de noviembre, se convocó el concurso 2023A01 para la provisión de puestos de trabajo.
La base novena de la convocatoria establece que el plazo máximo para la resolución del concurso será de seis meses contados desde el día siguiente al de la finalización del plazo de presentación de instancias.
Concurriendo las circunstancias previstas en el artículo 23.1 de la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las Administraciones Públicas, se considera necesaria la ampliación del plazo inicialmente previsto.
Por ello, esta Presidencia acuerda ampliar en seis meses el plazo de resolución del citado concurso.
Madrid, 21 de mayo de 2024.–El Presidente de la Agencia Estatal de Administración Tributaria, P.D. (Resolución de 9 de mayo de 2022), la Directora del Departamento de Recursos Humanos, Marta Somarriba Victoria.
"|"La base novena de la convocatoria establece que el plazo máximo para la resolución del concurso será de seis meses contados desde el día siguiente al de la finalización del plazo de presentación de instancias.
Concurriendo las circunstancias previstas en el artículo 23.1 de la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las Administraciones Públicas, se considera necesaria la ampliación del plazo inicialmente previsto.
Por ello, esta Presidencia acuerda ampliar en seis meses el plazo de resolución del citado concurso.
(Resolución de 9 de mayo de 2022), la Directora del Departamento de Recursos Humanos, Marta Somarriba Victoria.
URL: https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10789.pdf"
1|https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10790.pdf|Resolución de 24 de mayo de 2024, de la Subsecretaría, por la que se aprueba la relación de personas admitidas y excluidas y se anuncia fecha, hora y lugar de celebración del primer ejercicio del proceso selectivo para ingreso, por el sistema general de acceso libre y promoción interna, en el Cuerpo Superior de Interventores y Auditores del Estado, convocado por Resolución de 5 de abril de 2024.|"la relación de personas admitidas y excluidas y se anuncia fecha, hora y lugar de celebración del primer ejercicio del proceso selectivo convocado por Resolución de 5 de abril de 2024, 
De conformidad con lo establecido en el artículo 20 del Reglamento General de Ingreso de Personal al Servicio de la Administración General del Estado y de Provisión de Puestos de Trabajo y Promoción Profesional de los Funcionarios Civiles de la Administración General del Estado, aprobado por Real Decreto 364/1995, de 10 de marzo; en la disposición decimoquinta de la Orden HFP/688/2017, de 20 de julio, por la que se establecen las bases comunes que regirán los procesos selectivos para el ingreso o el acceso en Cuerpos o Escalas de la Administración General del Estado, y en relación con la resolución de 5 de abril de 2024, de la Subsecretaría, por la que se convoca proceso selectivo para ingreso, por el sistema general de acceso libre y promoción interna, en el Cuerpo Superior de Interventores y Auditores del Estado,
Esta Subsecretaría acuerda:
Primero.
Aprobar las listas de personas admitidas y excluidas a las citadas pruebas. Dichas listas se publicarán en la página web del Ministerio de Hacienda: https://www.hacienda.gob.es, en el punto de acceso general (administracion.gob.es) y en el Portal Funciona.
Segundo.
Publicar en el «Boletín Oficial del Estado» la lista de personas excluidas a estas pruebas que figuran como anexo a esta resolución, con la expresión de las causas de exclusión.
Tercero.
Tanto las personas excluidas como las omitidas por no figurar en la lista de admitidas ni en la de excluidas, disponen de un plazo de diez días hábiles, contados a partir del día siguiente al de la publicación de esta resolución, para subsanar los defectos que hayan motivado su exclusión u omisión, a través del servicio de Inscripción en Pruebas Selectivas (IPS) del Punto de Acceso General, https://ips.redsara.es/IPSC/secure/buscarConvocatorias. Concluido este plazo, se hará pública la lista definitiva de personas admitidas y, en su caso, de excluidas, que se publicará en los mismos lugares que se indican en el apartado primero de esta resolución.
En todo caso, al objeto de evitar errores, y, en el supuesto de producirse, posibilitar su subsanación en tiempo y forma, las personas aspirantes comprobarán fehacientemente no sólo que no figuran recogidas en la relación de personas excluidas, sino que, además, sus nombres constan en la relación de personas admitidas.
Las personas aspirantes que, dentro del plazo señalado, no subsanen la exclusión o aleguen la omisión, justificando su derecho a ser incluidas en la relación de personas admitidas, serán definitivamente excluidas de la realización de las pruebas.
Cuarto.
Se convoca a todos los aspirantes admitidos para la celebración del primer ejercicio de la fase de oposición el día 14 de junio de 2024, a las 9:30 horas, en el Instituto de Estudios Fiscales, Avenida del Cardenal Herrera Oria, núm. 378, de Madrid.
Quinto.
Las personas aspirantes deberán presentar el documento nacional de identidad o documento que acredite su identidad y el justificante de registro de la solicitud de admisión de las pruebas.
Sexto.
Dentro del marco establecido por las bases y demás normas reguladoras de la presente convocatoria, se autoriza al Tribunal titular y suplente para su actuación simultánea.
Madrid, 24 de mayo de 2024.–La Subsecretaria de Hacienda, Lidia Sánchez Milán.
ANEXO
Cuerpo Superior de Interventores y Auditores del Estado
Lista de personas aspirantes excluidas
Sistema general de acceso libre










DNI
Apellidos y nombre
Idioma
Examen 4.º

Causa de
exclusión





***1568**
CARRASCO VÁZQUEZ, RAQUEL.
 
 
(1) (2)


***1849**
PUEYO CHUECA, FERNANDO.
 
 
(1) (2)


***6996**
RAMOS HERRERA, JOSÉ LUIS.
 
 
(1) (2)


***8401**
SÁNCHEZ DUARTE, JOSÉ MANUEL.
 
 
(1) (2)


***0687**
TOVAR BARGE, ÁLVARO.
Inglés
Presencial
(3)


***0382**
DE OLIVEIRA FELICIANO, ANDREA KRISTINA.
 
 
(1) (2)





Causas de exclusión:
(1) No se especifica idioma elegido para realizar el cuarto ejercicio.
(2) No se especifica si el examen ser realizará de forma Presencial o se acredita Titulación, según anexo VII de la convocatoria, aportando el correspondiente certificado.
(3) No se acredita figurar como demandante de empleo durante, al menos, un mes antes de la fecha de la convocatoria para tener derecho a la exención en el pago de tasas.




"|"Aprobar las listas de personas admitidas y excluidas a las citadas pruebas.
Dentro del marco establecido por las bases y demás normas reguladoras de la presente convocatoria, se autoriza al Tribunal titular y suplente para su actuación simultánea.
Causas de exclusión: (1) No se especifica idioma elegido para realizar el cuarto ejercicio.
(2) No se especifica si el examen ser realizará de forma Presencial o se acredita Titulación, según anexo VII de la convocatoria, aportando el correspondiente certificado.
URL: https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10790.pdf"
2|https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10791.pdf|Resolución de 21 de mayo de 2024, de la Subsecretaría, por la que se corrigen errores en la de 3 de mayo de 2024, por la que se aprueba la relación provisional de personas admitidas y excluidas y se anuncia fecha, hora y lugar de celebración del primer ejercicio del proceso selectivo para ingreso, por el sistema general de acceso libre y promoción interna, en el Cuerpo Superior de Inspectores de Trabajo y Seguridad Social, convocado por Resolución de 12 de marzo de 2024.|"de la Resolución de 12 de marzo de 2024, 
Advertido error en la Resolución de 3 de mayo de 2024, de la Subsecretaría, por la que se aprueba la relación provisional de personas admitidas y excluidas y se anuncia la fecha, hora y lugar de celebración del primer ejercicio del proceso selectivo para ingreso, por el sistema general de acceso libre y promoción interna, en el Cuerpo Superior de Inspectores de Trabajo y Seguridad Social, convocado por Resolución de 12 de marzo de 2024, publicada en el «Boletín Oficial del Estado» de 7 de mayo de 2024, se procede a efectuar la siguiente rectificación:
En el punto Sexto de la Resolución, donde dice: «Los aspirantes que accedan por el sistema de promoción interna letra E, (Subinspectores Laborales), realizarán su primer ejercicio una vez finalizado el proceso de calificación del primer ejercicio de los opositores que acceden por el sistema general de acceso libre y promoción interna (especialidades G, H, S, y P)», debe decir: «Sexto. Los aspirantes que accedan por el sistema de promoción interna letra E (Subinspectores Laborales), podrán realizar su primer ejercicio durante la corrección del primer ejercicio de los opositores que acceden por el sistema general de acceso libre y promoción interna (especialidades G, H, S, y P). No obstante, el Tribunal calificador publicará y actualizará el calendario relativo al desarrollo del proceso selectivo para los aspirantes por el turno libre y promoción interna, posibilitando la realización de pruebas coincidentes en el tiempo, incluida la realización o lectura de ejercicios.»
La presente Resolución no implica la apertura de un nuevo plazo de subsanación, manteniéndose el establecido en el punto tercero de la Resolución de 3 de mayo de 2024.
Madrid, 21 de mayo de 2024.–El Subsecretario de Trabajo y Economía Social, José Ramón del Prado Cortés.
"|"de la Resolución de 12 de marzo de 2024, Advertido error en la Resolución de 3 de mayo de 2024, de la Subsecretaría, por la que se aprueba la relación provisional de personas admitidas y excluidas y se anuncia la fecha, hora y lugar de celebración del primer ejercicio del proceso selectivo para ingreso, por el sistema general de acceso libre y promoción interna, en el Cuerpo Superior de Inspectores de Trabajo y Seguridad Social, convocado por Resolución de 12 de marzo de 2024, publicada en el «Boletín Oficial del Estado» de 7 de mayo de 2024, se procede a efectuar la siguiente rectificación: En el punto Sexto de la Resolución, donde dice: «Los aspirantes que accedan por el sistema de promoción interna letra E, (Subinspectores Laborales), realizarán su primer ejercicio una vez finalizado el proceso de calificación del primer ejercicio de los opositores que acceden por el sistema general de acceso libre y promoción interna (especialidades G, H, S, y P)», debe decir: «Sexto.
Los aspirantes que accedan por el sistema de promoción interna letra E (Subinspectores Laborales), podrán realizar su primer ejercicio durante la corrección del primer ejercicio de los opositores que acceden por el sistema general de acceso libre y promoción interna (especialidades G, H, S, y P).
No obstante, el Tribunal calificador publicará y actualizará el calendario relativo al desarrollo del proceso selectivo para los aspirantes por el turno libre y promoción interna, posibilitando la realización de pruebas coincidentes en el tiempo, incluida la realización o lectura de ejercicios.» La presente Resolución no implica la apertura de un nuevo plazo de subsanación, manteniéndose el establecido en el punto tercero de la Resolución de 3 de mayo de 2024.
Madrid, 21 de mayo de 2024.–El Subsecretario de Trabajo y Economía Social, José Ramón del Prado Cortés.
URL: https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10791.pdf"
3|https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10792.pdf|Resolución de 13 de mayo de 2024, de la Subsecretaría, por la que se modifica la Resolución de 11 de marzo de 2024, por la que se convoca la provisión de puestos de trabajo por el sistema de libre designación.|"
Por Resolución de 11 de marzo de 2024, de esta Subsecretaría (BOE número 66 de 15 de marzo), se anunció la convocatoria para la provisión por el sistema de libre designación de ocho puestos de trabajo, entre los que se encuentran sendos puestos adscritos a la Oficina Técnica del Comisionado Especial del PERTE para el desarrollo de un ecosistema para la fabricación del Vehículo eléctrico y conectado, PERTE VEC (puesto n.º de orden 5) y al Comisionado especial para el PERTE para el desarrollo de un ecosistema para la fabricación del Vehículo eléctrico y conectado (puesto n.º de orden 6).
La disposición adicional primera del Real Decreto 409/2024, de 23 de abril, por el que se desarrolla la estructura orgánica básica del Ministerio de Industria y Turismo (BOE de 24 de abril de 2024) ha suprimido el Comisionado Especial para el PERTE para el desarrollo de un ecosistema para la fabricación del Vehículo Eléctrico y Conectado y la Oficina Técnica del Comisionado, cuyo personal, conforme a la disposición adicional tercera del mismo Real Decreto, se adscribirá a la Dirección General de Programas Industriales.
Dado que se ha suprimido la unidad a la que estaban adscritos ambos puestos en el momento de la convocatoria y que supone una modificación sustancial de las características de los puestos, esta Subsecretaría ha dispuesto:
Primero.
Se modifica la citada resolución de 11 de marzo de 2024, y se deja sin efecto la convocatoria de los puestos con n.º de orden 5 y 6.
Segundo.
Contra la presente resolución, que pone fin a la vía administrativa, podrá interponerse, potestativamente, recurso potestativo de reposición en el plazo de un mes, contado desde el día siguiente al de su publicación, ante el mismo órgano que la ha dictado, de acuerdo con lo dispuesto en los artículos 123 y 124 de la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las Administraciones Públicas, o recurso contencioso-administrativo en el plazo de dos meses, ante la Sala de lo Contencioso-administrativo del Tribunal Superior de Justicia de Madrid o del Tribunal Superior de Justicia de la Comunidad Autónoma donde tenga su domicilio, a elección del interesado, con arreglo a lo dispuesto en los artículos 10.1.i) y 14.1.segunda de la Ley 29/1998, de 13 de julio, reguladora de la Jurisdicción Contencioso-administrativa.
Madrid, 13 de mayo de 2024.–El Subsecretario de Industria y Turismo, Pablo Garde Lobo.
"|"Por Resolución de 11 de marzo de 2024, de esta Subsecretaría (BOE número 66 de 15 de marzo), se anunció la convocatoria para la provisión por el sistema de libre designación de ocho puestos de trabajo, entre los que se encuentran sendos puestos adscritos a la Oficina Técnica del Comisionado Especial del PERTE para el desarrollo de un ecosistema para la fabricación del Vehículo eléctrico y conectado, PERTE VEC (puesto n.º de orden 5) y al Comisionado especial para el PERTE para el desarrollo de un ecosistema para la fabricación del Vehículo eléctrico y conectado (puesto n.º de orden 6).
La disposición adicional primera del Real Decreto 409/2024, de 23 de abril, por el que se desarrolla la estructura orgánica básica del Ministerio de Industria y Turismo (BOE de 24 de abril de 2024) ha suprimido el Comisionado Especial para el PERTE para el desarrollo de un ecosistema para la fabricación del Vehículo Eléctrico y Conectado y la Oficina Técnica del Comisionado, cuyo personal, conforme a la disposición adicional tercera del mismo Real Decreto, se adscribirá a la Dirección General de Programas Industriales.
Dado que se ha suprimido la unidad a la que estaban adscritos ambos puestos en el momento de la convocatoria y que supone una modificación sustancial de las características de los puestos, esta Subsecretaría ha dispuesto: Primero.
Contra la presente resolución, que pone fin a la vía administrativa, podrá interponerse, potestativamente, recurso potestativo de reposición en el plazo de un mes, contado desde el día siguiente al de su publicación, ante el mismo órgano que la ha dictado, de acuerdo con lo dispuesto en los artículos 123 y 124 de la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las Administraciones Públicas, o recurso contencioso-administrativo en el plazo de dos meses, ante la Sala de lo Contencioso-administrativo del Tribunal Superior de Justicia de Madrid o del Tribunal Superior de Justicia de la Comunidad Autónoma donde tenga su domicilio, a elección del interesado, con arreglo a lo dispuesto en los artículos 10.1.i) y 14.1.segunda de la Ley 29/1998, de 13 de julio, reguladora de la Jurisdicción Contencioso-administrativa.
URL: https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10792.pdf"
4|https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10793.pdf|Resolución de 28 de mayo de 2024, de la Subsecretaría, por la que se corrigen errores y se modifica la composición del Tribunal calificador de los procesos selectivos para ingreso, por el sistema general de acceso libre y promoción interna, en el Cuerpo de Inspectores del SOIVRE, convocados por Resolución de 16 de abril de 2024.|"el Tribuna calificador y CORRIGE ERRORES de la Resolución de 16 de abril de 2024, 
Advertido error en la Resolución de 16 de abril de 2024 («Boletín Oficial del Estado» de 23 de abril de 2024), por la que se convocan procesos selectivos para ingreso, por el sistema general de acceso libre y promoción interna, en el Cuerpo de Inspectores del SOIVRE, en la página 45166, en el anexo I, apartado I.A. Fase de oposición, 1. Ejercicios, quinto ejercicio, apartado b), donde dice: «El ejercicio se puntuará entre 0 y 30 puntos y cada tema se puntuará entre 0 y 10 puntos. Para aquellos funcionarios que concurran a la convocatoria de promoción interna, cada tema se puntuará entre 0 y 15 puntos.», debe decir: «El ejercicio se puntuará entre 0 y 30 puntos y cada tema se puntuará entre 0 y 10 puntos. Para aquellos funcionarios que concurran a la convocatoria de promoción interna, cada tema se puntuará entre 0 y 15 puntos. Será necesario obtener la calificación mínima de 15 puntos y no haber sido calificado con cero en ningún tema.»
Por otro lado, habiéndose producido un cambio en el nombramiento de dos miembros del Tribunal calificador, esta Subsecretaría resuelve nombrar a otros dos miembros del Tribunal calificador en sustitución de los anteriormente designados, en el sentido siguiente:
Don Pedro Vargas Rodríguez, perteneciente al Cuerpo Superior de Administradores Civiles del Estado, sustituirá a don José Ignacio Fernández Aragoncillo, perteneciente al Cuerpo Superior de Administradores Civiles del Estado.
Doña Lucía Díaz León, perteneciente al Cuerpo Superior de Técnicos de la Administración de la Seguridad Social, sustituirá a doña Marta Cabrera García-Conde, perteneciente al Cuerpo de Administradores Civiles del Estado.
Contra la presente resolución podrá interponerse, con carácter potestativo, recurso de reposición ante la autoridad convocante en el plazo de un mes desde su publicación o bien recurso contencioso administrativo, en el plazo de dos meses desde su publicación ante la Sala de lo Contencioso-Administrativo de los Tribunales Superiores de Justicia, de conformidad con lo dispuesto en la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las Administraciones Públicas y en la Ley 29/1998, de 13 de julio, reguladora de la Jurisdicción Contencioso-administrativa, significándose, que en caso de interponer recurso de reposición, no se podrá interponer recurso contencioso-administrativo hasta que aquél sea resuelto expresamente o se haya producido la desestimación presunta del mismo.
Madrid, 28 de mayo de 2024.–La Subsecretaria de Economía, Comercio y Empresa, Aida Fernández González.
"|"Para aquellos funcionarios que concurran a la convocatoria de promoción interna, cada tema se puntuará entre 0 y 15 puntos.», debe decir: «El ejercicio se puntuará entre 0 y 30 puntos y cada tema se puntuará entre 0 y 10 puntos.
Para aquellos funcionarios que concurran a la convocatoria de promoción interna, cada tema se puntuará entre 0 y 15 puntos.
Será necesario obtener la calificación mínima de 15 puntos y no haber sido calificado con cero en ningún tema.» Por otro lado, habiéndose producido un cambio en el nombramiento de dos miembros del Tribunal calificador, esta Subsecretaría resuelve nombrar a otros dos miembros del Tribunal calificador en sustitución de los anteriormente designados, en el sentido siguiente: Don Pedro Vargas Rodríguez, perteneciente al Cuerpo Superior de Administradores Civiles del Estado, sustituirá a don José Ignacio Fernández Aragoncillo, perteneciente al Cuerpo Superior de Administradores Civiles del Estado.
Doña Lucía Díaz León, perteneciente al Cuerpo Superior de Técnicos de la Administración de la Seguridad Social, sustituirá a doña Marta Cabrera García-Conde, perteneciente al Cuerpo de Administradores Civiles del Estado.
URL: https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10793.pdf"
5|https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10794.pdf|Resolución de 27 de mayo de 2024, de la Subsecretaría, por la que se declara desierta la convocatoria de libre designación, efectuada por Resolución de 26 de febrero de 2024.|"
Por Resolución de 26 de febrero de 2024 (BOE de 1 de marzo), se anunció convocatoria pública para cubrir, por el sistema de libre designación, un puesto de trabajo en este Departamento, de conformidad con lo dispuesto en el artículo 20.1.b) y c) de la Ley 30/1984, de 2 de agosto, de Medidas para la Reforma de la Función Pública.
Acreditada la observancia de lo establecido en el artículo 54 del Reglamento General de ingreso del personal al servicio de la Administración General del Estado y de provisión de puestos de trabajo y promoción profesional de los funcionarios civiles de la Administración General del Estado, aprobado por Real Decreto 364/1995, de 10 de marzo, así como la tramitación prevista en el Título III, Capítulo III, del citado Reglamento,
Este Ministerio resuelve declarar desierto el puesto que se especifica en el anexo.
Contra la presente resolución, que pone fin a la vía administrativa, podrá interponerse, potestativamente, recurso de reposición, en el plazo de un mes, ante el órgano que dicta el acto, conforme a lo dispuesto en los artículos 123 y 124 de la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las Administraciones Públicas; o bien, directamente recurso contencioso-administrativo en el plazo de dos meses ante la Sala de lo Contencioso-Administrativo del Tribunal Superior de Justicia de Madrid o del que corresponda al domicilio del demandante, a elección del mismo, de acuerdo con lo previsto en la Ley 29/1998, de 13 de julio, reguladora de la Jurisdicción Contencioso-Administrativa.
Madrid, 27 de mayo de 2024.–La Subsecretaria de Sanidad, Ana María Sánchez Hernández.
ANEXO
Convocatoria: Resolución de 26 de febrero de 2024 (BOE de 1 de marzo de 2024)

















Puesto adjudicado
Puesto de procedencia
Datos personales adjudicatario/a


N.º de orden
Código puesto
Puesto de trabajo
Nivel
Ministerio, centro directivo, provincia
Nivel
Cplmto. Específ.
Apellidos y nombre
NRP
Gr.
Crpo.
Situación




 
 

Secretaría General Técnica

 
 
 
 
 
 
 
 
 


 
 

Subdirección General de Normativa

 
 
 
 
 
 
 
 
 


1
5536053
Subdirector/Subdirectora General.
30
 
 
 
Desierto.
 
 
 
 



"|"Acreditada la observancia de lo establecido en el artículo 54 del Reglamento General de ingreso del personal al servicio de la Administración General del Estado y de provisión de puestos de trabajo y promoción profesional de los funcionarios civiles de la Administración General del Estado, aprobado por Real Decreto 364/1995, de 10 de marzo, así como la tramitación prevista en el Título III, Capítulo III, del citado Reglamento, Este Ministerio resuelve declarar desierto el puesto que se especifica en el anexo.
Contra la presente resolución, que pone fin a la vía administrativa, podrá interponerse, potestativamente, recurso de reposición, en el plazo de un mes, ante el órgano que dicta el acto, conforme a lo dispuesto en los artículos 123 y 124 de la Ley 39/2015, de 1 de octubre, del Procedimiento Administrativo Común de las Administraciones Públicas; o bien, directamente recurso contencioso-administrativo en el plazo de dos meses ante la Sala de lo Contencioso-Administrativo del Tribunal Superior de Justicia de Madrid o del que corresponda al domicilio del demandante, a elección del mismo, de acuerdo con lo previsto en la Ley 29/1998, de 13 de julio, reguladora de la Jurisdicción Contencioso-Administrativa.
N.º de orden Código puesto Puesto de trabajo Nivel Ministerio, centro directivo, provincia Nivel Cplmto.
Subdirección General de Normativa
URL: https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10794.pdf"
6|https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10795.pdf|Resolución de 15 de mayo de 2024, del Ayuntamiento de Santa Marta de Tormes (Salamanca), referente a la convocatoria para proveer puesto de trabajo por el sistema de concurso.|"
En el «Boletín Oficial de la Provincia de Salamanca» número 92, de 14 de mayo de 2024, se han publicado las bases que han de regir la convocatoria para proveer mediante concurso:
Un puesto de Jefe de Mantenimiento, perteneciente a la escala de Administración Especial, subescala Especial.
El plazo de presentación de solicitudes será de quince días hábiles a contar desde el siguiente al de la publicación de esta resolución en el «Boletín Oficial del Estado».
Los sucesivos anuncios referentes a esta convocatoria, cuando procedan de conformidad con las bases, se harán públicos en la forma prevista en las propias bases.
Santa Marta de Tormes, 15 de mayo de 2024.–El Alcalde, David Mingo Pérez.
"|"En el «Boletín Oficial de la Provincia de Salamanca» número 92, de 14 de mayo de 2024, se han publicado las bases que han de regir la convocatoria para proveer mediante concurso: Un puesto de Jefe de Mantenimiento, perteneciente a la escala de Administración Especial, subescala Especial.
El plazo de presentación de solicitudes será de quince días hábiles a contar desde el siguiente al de la publicación de esta resolución en el «Boletín Oficial del Estado».
Los sucesivos anuncios referentes a esta convocatoria, cuando procedan de conformidad con las bases, se harán públicos en la forma prevista en las propias bases.
Santa Marta de Tormes, 15 de mayo de 2024.–El Alcalde, David Mingo Pérez.
URL: https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10795.pdf"
7|https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10796.pdf|Resolución de 16 de mayo de 2024, del Ayuntamiento de Marbella (Málaga), referente a la convocatoria para proveer puestos de trabajo por el sistema de concurso.|"
En el «Boletín Oficial de la Provincia de Málaga» número 70, de 11 de abril de 2024, se han publicado las bases que han de regir la convocatoria para proveer mediante concurso:
Un puesto de Jefatura del Servicio de Tesorería, perteneciente a la escala de Administración General/Especial, subescala Técnica y clase Superior.
Un puesto de Jefatura del Servicio de Gestión Tributaria, perteneciente a la escala de Administración General/Especial, subescala Técnica y clase Superior.
Un puesto de Jefatura del Servicio de Gestión Económica y Presupuestaria de Recursos Humanos, perteneciente a la escala de Administración General/Especial, subescala Técnica y clase Superior.
El plazo de presentación de solicitudes será de quince días hábiles a contar desde el siguiente al de la publicación de esta resolución en el «Boletín Oficial del Estado».
Los sucesivos anuncios referentes a esta convocatoria, cuando procedan de conformidad con las bases, se harán públicos en la forma prevista en las propias bases.
Marbella, 16 de mayo de 2024.–La Alcaldesa, María de los Ángeles Muñoz Uriol.
"|"En el «Boletín Oficial de la Provincia de Málaga» número 70, de 11 de abril de 2024, se han publicado las bases que han de regir la convocatoria para proveer mediante concurso: Un puesto de Jefatura del Servicio de Tesorería, perteneciente a la escala de Administración General/Especial, subescala Técnica y clase Superior.
Un puesto de Jefatura del Servicio de Gestión Tributaria, perteneciente a la escala de Administración General/Especial, subescala Técnica y clase Superior.
Un puesto de Jefatura del Servicio de Gestión Económica y Presupuestaria de Recursos Humanos, perteneciente a la escala de Administración General/Especial, subescala Técnica y clase Superior.
Los sucesivos anuncios referentes a esta convocatoria, cuando procedan de conformidad con las bases, se harán públicos en la forma prevista en las propias bases.
URL: https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10796.pdf"
8|https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10797.pdf|Resolución de 2 de mayo de 2024, del Ayuntamiento de Picassent (Valencia/València), referente a la convocatoria para proveer una plaza.|"
En el «Boletín Oficial de la Provincia de Valencia» número 33, de 15 de febrero de 2024, se han publicado las bases que han de regir la convocatoria para proveer:
Una plaza de TMAE Recursos Humanos, perteneciente a la escala de Administración Especial, subescala Técnica y clase Media, mediante el sistema de concurso-oposición, en turno de promoción interna.
El plazo de presentación de solicitudes será de veinte días hábiles a contar desde el siguiente al de la publicación de esta resolución en el «Boletín Oficial del Estado».
Los sucesivos anuncios referentes a esta convocatoria, cuando procedan de conformidad con las bases, se harán públicos en la forma prevista en las propias bases.
Picassent, 2 de mayo de 2024.–La Alcaldesa, Conxa García Ferrer.
"|"En el «Boletín Oficial de la Provincia de Valencia» número 33, de 15 de febrero de 2024, se han publicado las bases que han de regir la convocatoria para proveer: Una plaza de TMAE Recursos Humanos, perteneciente a la escala de Administración Especial, subescala Técnica y clase Media, mediante el sistema de concurso-oposición, en turno de promoción interna.
El plazo de presentación de solicitudes será de veinte días hábiles a contar desde el siguiente al de la publicación de esta resolución en el «Boletín Oficial del Estado».
Los sucesivos anuncios referentes a esta convocatoria, cuando procedan de conformidad con las bases, se harán públicos en la forma prevista en las propias bases.
Picassent, 2 de mayo de 2024.–La Alcaldesa, Conxa García Ferrer.
URL: https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10797.pdf"
9|https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10798.pdf|Resolución de 13 de mayo de 2024, de la Mancomunidad Ombria de la Serra Requena (Valencia/València), referente a la convocatoria para proveer una plaza.|"
En el «Boletín Oficial de la Provincia de Valencia» número 71, de 12 de abril de 2024, se han publicado las bases que han de regir la convocatoria para proveer:
Una plaza de Educador/a social, perteneciente a la escala de Administración Especial, subescala Técnica y clase Superior, mediante el sistema de concurso-oposición, en turno libre.
Se ha publicado, asimismo, un extracto de la convocatoria en el «Diari Oficial de la Generalitat Valenciana» número 9847, de 13 de mayo de 2024.
El plazo de presentación de solicitudes será de veinte días hábiles a contar desde el siguiente al de la publicación de esta resolución en el «Boletín Oficial del Estado».
Los sucesivos anuncios referentes a esta convocatoria, cuando procedan de conformidad con las bases, se harán públicos en la forma prevista en las propias bases.
Barxeta, 13 de mayo de 2024.–El Presidente, Vicente Mahiques Margarit.
"|"En el «Boletín Oficial de la Provincia de Valencia» número 71, de 12 de abril de 2024, se han publicado las bases que han de regir la convocatoria para proveer: Una plaza de Educador/a social, perteneciente a la escala de Administración Especial, subescala Técnica y clase Superior, mediante el sistema de concurso-oposición, en turno libre.
El plazo de presentación de solicitudes será de veinte días hábiles a contar desde el siguiente al de la publicación de esta resolución en el «Boletín Oficial del Estado».
Los sucesivos anuncios referentes a esta convocatoria, cuando procedan de conformidad con las bases, se harán públicos en la forma prevista en las propias bases.
Barxeta, 13 de mayo de 2024.–El Presidente, Vicente Mahiques Margarit.
URL: https://www.boe.es//boe/dias/2024/05/29/pdfs/BOE-A-2024-10798.pdf"
